timestamp,date,hour,hourly_index,hourly_people,hourly_total_staying,hourly_total_dwell_time,hourly_average_dwell_time,temperature,precipiation_amount,precipitation_chance,percent_cloud_cover,percent_humidity,conditions,conditions_large
07/30/2024 21:00:00,07/30/2024,21,0.0,1.0,0.0,0.0,0.0,59.0,0.045,100,39.1,94.82,"Rain, Partially cloudy",Rainy
07/30/2024 22:00:00,07/30/2024,22,0.0,0.0,0.0,0.0,0.0,57.9,0.0,0,3.3,96.19,Clear,Clear
07/30/2024 23:00:00,07/30/2024,23,0.0,0.0,0.0,0.0,0.0,58.1,0.0,0,16.3,97.41,Clear,Clear
07/31/2024 06:00:00,07/31/2024,06,0.0,0.0,0.0,0.0,0.0,54.1,0.0,0,10.0,98.57,Clear,Clear
07/31/2024 07:00:00,07/31/2024,07,0.0,2.0,0.0,0.0,0.0,53.8,0.0,0,6.9,98.22,Clear,Clear
07/31/2024 08:00:00,07/31/2024,08,0.0,1.0,0.0,0.0,0.0,55.6,0.0,0,2.7,98.42,Clear,Clear
07/31/2024 09:00:00,07/31/2024,09,0.0,5.0,0.0,0.0,0.0,60.9,0.0,0,10.0,86.76,Clear,Clear
07/31/2024 10:00:00,07/31/2024,10,33.33,3.0,1.0,0.0,0.0,64.9,0.0,0,4.1,73.01,Clear,Clear
07/31/2024 11:00:00,07/31/2024,11,12.5,8.0,1.0,0.92,0.11,68.6,0.0,0,6.7,65.85,Clear,Clear
07/31/2024 12:00:00,07/31/2024,12,11.11,9.0,1.0,0.2,0.02,69.8,0.0,0,73.3,65.81,Partially cloudy,Cloudy
07/31/2024 13:00:00,07/31/2024,13,0.0,3.0,0.0,0.0,0.0,71.9,0.0,0,4.7,64.68,Clear,Clear
07/31/2024 14:00:00,07/31/2024,14,0.0,4.0,0.0,0.0,0.0,71.4,0.0,0,0.1,67.69,Clear,Clear
07/31/2024 15:00:00,07/31/2024,15,25.0,4.0,1.0,0.0,0.0,68.2,0.014,100,94.2,75.67,"Rain, Overcast",Rainy
07/31/2024 16:00:00,07/31/2024,16,26.67,15.0,4.0,4.37,0.29,68.7,0.0,0,4.1,72.79,Clear,Clear
07/31/2024 17:00:00,07/31/2024,17,18.18,11.0,2.0,1.07,0.1,68.1,0.0,0,0.0,76.34,Clear,Clear
07/31/2024 18:00:00,07/31/2024,18,0.0,2.0,0.0,0.0,0.0,67.1,0.0,0,94.2,78.7,Overcast,Cloudy
07/31/2024 19:00:00,07/31/2024,19,0.0,5.0,0.0,0.0,0.0,64.9,0.0,0,98.8,91.2,Overcast,Cloudy
07/31/2024 20:00:00,07/31/2024,20,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0,99.7,93.46,Overcast,Cloudy
07/31/2024 21:00:00,07/31/2024,21,0.0,0.0,0.0,0.0,0.0,61.5,0.242,100,100.0,94.87,"Rain, Overcast",Rainy
07/31/2024 22:00:00,07/31/2024,22,0.0,2.0,0.0,0.0,0.0,60.6,0.0,0,100.0,93.05,Overcast,Cloudy
07/31/2024 23:00:00,07/31/2024,23,0.0,1.0,0.0,0.0,0.0,57.8,0.0,0,100.0,91.62,Overcast,Cloudy
08/01/2024 06:00:00,08/01/2024,06,0.0,0.0,0.0,0.0,0.0,55.4,0.0,0,94.2,58.61,Overcast,Cloudy
08/01/2024 07:00:00,08/01/2024,07,25.0,4.0,1.0,3.27,0.82,54.3,0.0,0,89.3,61.55,Partially cloudy,Cloudy
08/01/2024 08:00:00,08/01/2024,08,0.0,3.0,0.0,0.0,0.0,54.6,0.0,0,58.5,70.27,Partially cloudy,Cloudy
08/01/2024 09:00:00,08/01/2024,09,0.0,5.0,0.0,0.0,0.0,56.5,0.0,0,47.7,60.93,Partially cloudy,Cloudy
08/01/2024 10:00:00,08/01/2024,10,20.0,5.0,1.0,29.98,6.0,58.1,0.0,0,39.4,58.61,Partially cloudy,Cloudy
08/01/2024 11:00:00,08/01/2024,11,0.0,6.0,0.0,0.0,0.0,59.7,0.0,0,5.0,54.77,Clear,Clear
08/01/2024 12:00:00,08/01/2024,12,22.22,9.0,2.0,0.0,0.0,60.4,0.0,0,34.2,53.62,Partially cloudy,Cloudy
08/01/2024 13:00:00,08/01/2024,13,11.11,9.0,1.0,13.4,1.49,56.7,0.0,0,13.5,69.52,Clear,Clear
08/01/2024 14:00:00,08/01/2024,14,0.0,4.0,0.0,0.0,0.0,56.2,0.0,0,45.2,70.08,Partially cloudy,Cloudy
08/01/2024 15:00:00,08/01/2024,15,0.0,6.0,0.0,0.0,0.0,56.2,0.015,100,47.7,68.18,"Rain, Partially cloudy",Rainy
08/01/2024 16:00:00,08/01/2024,16,0.0,3.0,0.0,0.0,0.0,56.3,0.0,0,100.0,67.77,Overcast,Cloudy
08/01/2024 17:00:00,08/01/2024,17,0.0,6.0,0.0,0.0,0.0,54.5,0.0,0,100.0,71.34,Overcast,Cloudy
08/01/2024 18:00:00,08/01/2024,18,0.0,2.0,0.0,0.0,0.0,53.1,0.0,0,59.3,76.88,Partially cloudy,Cloudy
08/01/2024 19:00:00,08/01/2024,19,0.0,3.0,0.0,0.0,0.0,51.3,0.0,0,100.0,85.67,Overcast,Cloudy
08/01/2024 20:00:00,08/01/2024,20,0.0,0.0,0.0,0.0,0.0,50.2,0.0,0,98.3,89.47,Overcast,Cloudy
08/01/2024 21:00:00,08/01/2024,21,0.0,1.0,0.0,0.0,0.0,49.9,0.022,100,77.4,91.84,"Rain, Partially cloudy",Rainy
08/01/2024 22:00:00,08/01/2024,22,0.0,3.0,0.0,0.0,0.0,49.1,0.0,0,83.3,91.74,Partially cloudy,Cloudy
08/01/2024 23:00:00,08/01/2024,23,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0,96.2,94.69,Overcast,Cloudy
08/02/2024 06:00:00,08/02/2024,06,0.0,1.0,0.0,0.0,0.0,46.5,0.0,0,94.2,95.21,Overcast,Cloudy
08/02/2024 07:00:00,08/02/2024,07,0.0,2.0,0.0,0.0,0.0,47.3,0.0,0,100.0,95.31,Overcast,Cloudy
08/02/2024 08:00:00,08/02/2024,08,0.0,4.0,0.0,0.0,0.0,48.4,0.0,0,100.0,92.16,Overcast,Cloudy
08/02/2024 09:00:00,08/02/2024,09,0.0,3.0,0.0,0.0,0.0,51.3,0.0,0,94.2,81.43,Overcast,Cloudy
08/02/2024 10:00:00,08/02/2024,10,0.0,7.0,0.0,0.0,0.0,55.9,0.0,0,100.0,67.84,Overcast,Cloudy
08/02/2024 11:00:00,08/02/2024,11,0.0,7.0,0.0,0.0,0.0,58.8,0.0,0,99.8,58.87,Overcast,Cloudy
08/02/2024 12:00:00,08/02/2024,12,12.5,8.0,1.0,2.87,0.36,59.9,0.0,0,94.2,55.44,Overcast,Cloudy
08/02/2024 13:00:00,08/02/2024,13,26.67,15.0,4.0,8.33,0.56,60.4,0.0,0,100.0,54.57,Overcast,Cloudy
08/02/2024 14:00:00,08/02/2024,14,0.0,8.0,0.0,0.0,0.0,60.6,0.0,0,100.0,55.1,Overcast,Cloudy
08/02/2024 15:00:00,08/02/2024,15,28.57,7.0,2.0,25.15,3.59,60.5,0.002,100,94.2,55.79,"Rain, Overcast",Rainy
08/02/2024 16:00:00,08/02/2024,16,14.29,7.0,1.0,16.58,2.37,59.1,0.0,0,97.2,60.08,Overcast,Cloudy
08/02/2024 17:00:00,08/02/2024,17,0.0,5.0,0.0,0.0,0.0,58.3,0.0,0,100.0,62.6,Overcast,Cloudy
08/02/2024 18:00:00,08/02/2024,18,0.0,4.0,0.0,0.0,0.0,55.7,0.0,0,94.2,69.94,Overcast,Cloudy
08/02/2024 19:00:00,08/02/2024,19,0.0,2.0,0.0,0.0,0.0,55.4,0.0,0,100.0,73.3,Overcast,Cloudy
08/02/2024 20:00:00,08/02/2024,20,0.0,1.0,0.0,0.0,0.0,54.1,0.0,0,100.0,76.22,Overcast,Cloudy
08/02/2024 21:00:00,08/02/2024,21,50.0,2.0,1.0,0.0,0.0,53.4,0.0,0,76.7,78.81,Partially cloudy,Cloudy
08/02/2024 22:00:00,08/02/2024,22,0.0,0.0,0.0,0.0,0.0,51.9,0.0,0,38.4,84.0,Partially cloudy,Cloudy
08/02/2024 23:00:00,08/02/2024,23,0.0,1.0,0.0,0.0,0.0,50.4,0.0,0,16.6,88.3,Clear,Clear
08/03/2024 06:00:00,08/03/2024,06,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0,0.30000000000000004,94.28,Clear,Clear
08/03/2024 07:00:00,08/03/2024,07,0.0,0.0,0.0,0.0,0.0,43.9,0.0,0,0.0,90.87,Clear,Clear
08/03/2024 08:00:00,08/03/2024,08,0.0,2.0,0.0,0.0,0.0,47.6,0.0,0,0.0,81.36,Clear,Clear
08/03/2024 09:00:00,08/03/2024,09,0.0,3.0,0.0,0.0,0.0,52.6,0.001,100,0.0,68.79,Rain,Rainy
08/03/2024 10:00:00,08/03/2024,10,0.0,2.0,0.0,0.0,0.0,57.1,0.0,0,0.0,58.77,Clear,Clear
08/03/2024 11:00:00,08/03/2024,11,0.0,1.0,0.0,0.0,0.0,60.6,0.0,0,0.0,51.47,Clear,Clear
08/03/2024 12:00:00,08/03/2024,12,0.0,3.0,0.0,0.0,0.0,62.8,0.0,0,10.0,46.99,Clear,Clear
08/03/2024 13:00:00,08/03/2024,13,0.0,4.0,0.0,0.0,0.0,64.6,0.0,0,0.0,42.07,Clear,Clear
08/03/2024 14:00:00,08/03/2024,14,0.0,6.0,0.0,0.0,0.0,65.1,0.0,0,2.0,39.25,Clear,Clear
08/03/2024 15:00:00,08/03/2024,15,0.0,3.0,0.0,0.0,0.0,64.6,0.0,0,40.0,41.02,Partially cloudy,Cloudy
08/03/2024 16:00:00,08/03/2024,16,0.0,4.0,0.0,0.0,0.0,64.1,0.0,0,5.6,41.8,Clear,Clear
08/03/2024 17:00:00,08/03/2024,17,0.0,6.0,0.0,0.0,0.0,61.5,0.0,0,28.7,46.71,Partially cloudy,Cloudy
08/03/2024 18:00:00,08/03/2024,18,0.0,1.0,0.0,0.0,0.0,56.2,0.0,0,80.0,60.53,Partially cloudy,Cloudy
08/03/2024 19:00:00,08/03/2024,19,0.0,1.0,0.0,0.0,0.0,53.5,0.0,0,100.0,69.63,Overcast,Cloudy
08/03/2024 20:00:00,08/03/2024,20,0.0,3.0,0.0,0.0,0.0,51.4,0.0,0,100.0,76.54,Overcast,Cloudy
08/03/2024 21:00:00,08/03/2024,21,0.0,1.0,0.0,0.0,0.0,49.8,0.0,0,41.6,81.02,Partially cloudy,Cloudy
08/03/2024 22:00:00,08/03/2024,22,0.0,1.0,0.0,0.0,0.0,48.3,0.0,0,100.0,84.63,Overcast,Cloudy
08/03/2024 23:00:00,08/03/2024,23,0.0,0.0,0.0,0.0,0.0,47.3,0.0,0,20.7,87.28,Partially cloudy,Cloudy
08/04/2024 06:00:00,08/04/2024,06,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0,0.0,92.0,Clear,Clear
08/04/2024 07:00:00,08/04/2024,07,0.0,0.0,0.0,0.0,0.0,40.9,0.0,0,0.0,91.55,Clear,Clear
08/04/2024 08:00:00,08/04/2024,08,0.0,1.0,0.0,0.0,0.0,44.5,0.0,0,0.0,89.12,Clear,Clear
08/04/2024 09:00:00,08/04/2024,09,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0,0.0,69.46,Clear,Clear
08/04/2024 10:00:00,08/04/2024,10,25.0,4.0,1.0,0.3,0.07,57.3,0.0,0,5.0,56.74,Clear,Clear
08/04/2024 11:00:00,08/04/2024,11,14.29,7.0,1.0,0.0,0.0,61.2,0.0,0,5.0,47.16,Clear,Clear
08/04/2024 12:00:00,08/04/2024,12,0.0,5.0,0.0,0.0,0.0,63.8,0.0,0,3.6,43.27,Clear,Clear
08/04/2024 13:00:00,08/04/2024,13,25.0,4.0,1.0,19.47,4.87,65.7,0.0,0,0.0,41.32,Clear,Clear
08/04/2024 14:00:00,08/04/2024,14,33.33,3.0,1.0,0.07,0.02,66.0,0.0,0,0.0,41.15,Clear,Clear
08/04/2024 15:00:00,08/04/2024,15,0.0,5.0,0.0,0.0,0.0,65.5,0.0,0,10.0,43.26,Clear,Clear
08/04/2024 16:00:00,08/04/2024,16,0.0,4.0,0.0,0.0,0.0,65.1,0.0,0,5.0,44.32,Clear,Clear
08/04/2024 17:00:00,08/04/2024,17,0.0,4.0,0.0,0.0,0.0,62.4,0.0,0,83.7,51.2,Partially cloudy,Cloudy
08/04/2024 18:00:00,08/04/2024,18,0.0,1.0,0.0,0.0,0.0,57.5,0.0,0,30.0,64.12,Partially cloudy,Cloudy
08/04/2024 19:00:00,08/04/2024,19,0.0,1.0,0.0,0.0,0.0,53.3,0.0,0,18.6,74.16,Clear,Clear
08/04/2024 20:00:00,08/04/2024,20,0.0,2.0,0.0,0.0,0.0,51.1,0.0,0,96.1,78.45,Overcast,Cloudy
08/04/2024 21:00:00,08/04/2024,21,0.0,4.0,0.0,0.0,0.0,49.3,0.0,0,57.3,82.5,Partially cloudy,Cloudy
08/04/2024 22:00:00,08/04/2024,22,0.0,0.0,0.0,0.0,0.0,48.2,0.0,0,100.0,84.75,Overcast,Cloudy
08/04/2024 23:00:00,08/04/2024,23,0.0,1.0,0.0,0.0,0.0,48.0,0.0,0,77.8,87.5,Partially cloudy,Cloudy
08/05/2024 06:00:00,08/05/2024,06,0.0,0.0,0.0,0.0,0.0,45.1,0.0,0,0.0,89.13,Clear,Clear
08/05/2024 07:00:00,08/05/2024,07,0.0,2.0,0.0,0.0,0.0,46.5,0.0,0,0.0,86.87,Clear,Clear
08/05/2024 08:00:00,08/05/2024,08,0.0,2.0,0.0,0.0,0.0,49.8,0.0,0,29.0,81.43,Partially cloudy,Cloudy
08/05/2024 09:00:00,08/05/2024,09,50.0,2.0,1.0,3.92,1.96,54.7,0.0,0,70.9,72.83,Partially cloudy,Cloudy
08/05/2024 10:00:00,08/05/2024,10,0.0,5.0,0.0,0.0,0.0,60.7,0.0,0,3.0,63.52,Clear,Clear
08/05/2024 11:00:00,08/05/2024,11,0.0,5.0,0.0,0.0,0.0,64.5,0.0,0,2.1,56.32,Clear,Clear
08/05/2024 12:00:00,08/05/2024,12,0.0,6.0,0.0,0.0,0.0,66.8,0.0,0,10.0,55.89,Clear,Clear
08/05/2024 13:00:00,08/05/2024,13,12.5,8.0,1.0,0.0,0.0,66.8,0.0,0,5.0,55.89,Clear,Clear
08/05/2024 14:00:00,08/05/2024,14,0.0,4.0,0.0,0.0,0.0,67.8,0.0,0,13.4,55.33,Clear,Clear
08/05/2024 15:00:00,08/05/2024,15,0.0,4.0,0.0,0.0,0.0,67.0,0.0,0,30.0,58.94,Partially cloudy,Cloudy
08/05/2024 16:00:00,08/05/2024,16,0.0,4.0,0.0,0.0,0.0,66.7,0.0,0,5.8,59.65,Clear,Clear
08/05/2024 17:00:00,08/05/2024,17,0.0,5.0,0.0,0.0,0.0,64.8,0.0,0,5.0,59.59,Clear,Clear
08/05/2024 18:00:00,08/05/2024,18,0.0,3.0,0.0,0.0,0.0,62.2,0.0,0,10.0,64.31,Clear,Clear
08/05/2024 19:00:00,08/05/2024,19,20.0,5.0,1.0,0.0,0.0,59.0,0.0,0,4.9,70.31,Clear,Clear
08/05/2024 20:00:00,08/05/2024,20,0.0,2.0,0.0,0.0,0.0,56.1,0.0,0,0.0,75.96,Clear,Clear
08/05/2024 21:00:00,08/05/2024,21,0.0,0.0,0.0,0.0,0.0,55.1,0.0,0,0.0,81.14,Clear,Clear
08/05/2024 22:00:00,08/05/2024,22,0.0,1.0,0.0,0.0,0.0,54.8,0.0,0,1.5,79.58,Clear,Clear
08/05/2024 23:00:00,08/05/2024,23,0.0,0.0,0.0,0.0,0.0,53.8,0.0,0,21.2,82.09,Partially cloudy,Cloudy
08/06/2024 06:00:00,08/06/2024,06,0.0,1.0,0.0,0.0,0.0,51.7,0.0,0,43.5,86.82,Partially cloudy,Cloudy
08/06/2024 07:00:00,08/06/2024,07,0.0,1.0,0.0,0.0,0.0,51.4,0.0,0,95.2,86.89,Overcast,Cloudy
08/06/2024 08:00:00,08/06/2024,08,0.0,2.0,0.0,0.0,0.0,54.6,0.0,0,93.4,82.29,Overcast,Cloudy
08/06/2024 09:00:00,08/06/2024,09,20.0,5.0,1.0,0.07,0.01,59.6,0.0,0,40.0,73.1,Partially cloudy,Cloudy
08/06/2024 10:00:00,08/06/2024,10,0.0,4.0,0.0,0.0,0.0,62.8,0.0,0,99.0,67.97,Overcast,Cloudy
08/06/2024 11:00:00,08/06/2024,11,0.0,4.0,0.0,0.0,0.0,65.6,0.0,0,100.0,63.66,Overcast,Cloudy
08/06/2024 12:00:00,08/06/2024,12,0.0,9.0,0.0,0.0,0.0,67.4,0.0,0,94.2,61.35,Overcast,Cloudy
08/06/2024 13:00:00,08/06/2024,13,10.0,10.0,1.0,0.5,0.05,68.4,0.0,0,100.0,62.6,Overcast,Cloudy
08/06/2024 14:00:00,08/06/2024,14,0.0,6.0,0.0,0.0,0.0,68.0,0.0,0,97.6,67.77,Overcast,Cloudy
08/06/2024 15:00:00,08/06/2024,15,0.0,8.0,0.0,0.0,0.0,67.9,0.0,0,94.2,70.66,Overcast,Cloudy
08/06/2024 16:00:00,08/06/2024,16,0.0,5.0,0.0,0.0,0.0,66.7,0.0,0,57.9,72.59,Partially cloudy,Cloudy
08/06/2024 17:00:00,08/06/2024,17,0.0,4.0,0.0,0.0,0.0,66.2,0.0,0,100.0,73.97,Overcast,Cloudy
08/06/2024 18:00:00,08/06/2024,18,0.0,2.0,0.0,0.0,0.0,65.1,0.0,0,94.2,80.95,Overcast,Cloudy
08/06/2024 19:00:00,08/06/2024,19,0.0,1.0,0.0,0.0,0.0,64.6,0.0,0,93.3,82.58,Overcast,Cloudy
08/06/2024 20:00:00,08/06/2024,20,0.0,0.0,0.0,0.0,0.0,63.4,0.0,0,100.0,88.34,Overcast,Cloudy
08/06/2024 21:00:00,08/06/2024,21,0.0,4.0,0.0,0.0,0.0,63.2,0.026,100,94.2,90.26,"Rain, Overcast",Rainy
08/06/2024 22:00:00,08/06/2024,22,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0,100.0,91.8,Overcast,Cloudy
08/06/2024 23:00:00,08/06/2024,23,0.0,4.0,0.0,0.0,0.0,63.4,0.0,0,100.0,94.04,Overcast,Cloudy
